EIN,OrgName,State,City,ZIP,TaxYear,TaxPeriodEnd,FormType,FormationYr,Mission,Employees,Volunteers,GrossReceipts,TotalRevenueCY,TotalRevenuePY,ContributionsGrantsCY,ContributionsGrantsPY,ProgramServiceRevCY,ProgramServiceRevPY,InvestmentIncomeCY,OtherRevenueCY,GovernmentGrantsAmt,TotalExpensesCY,TotalExpensesPY,SalariesCY,FundraisingExpCY,ProgramSvcExpenses,NetRevenueCY,NetRevenuePY,TotalAssetsEOY,TotalAssetsBOY,TotalLiabilitiesEOY,TotalLiabilitiesBOY,NetAssetsEOY,NetAssetsBOY,SourceFile,NTEE_CD
522013526,BUILDING BRIDGES ACROSS THE RIVER INC,DC,WASHINGTON,200206118,2022,2022-12-31,990,1997,"SEE PART III, LINE 1.",79.0,60.0,18409935.0,17771581.0,13914024.0,14732153.0,11392308.0,63868.0,49731.0,536888.0,2438672.0,245593.0,8906206.0,6450786.0,3681133.0,1607416.0,5762670.0,8865375.0,7463238.0,65168417.0,56784233.0,9067550.0,9270665.0,56100867.0,47513568.0,202343189349303949_public.xml,S99
846031895,HORIZONS NORTH CREDIT UNION,CO,WESTMINSTER,80234,2022,2022-12-31,990,1960,"WE ARE DEDICATED TO SERVING THE MEMBERSHIP'S BEST INTERESTS, PROVIDING EXCEPTIONAL VALUE RELATIVE TO COST, AND EARNING TRUST AND CONFIDENCE BY OPERATING IN AN ETHICAL AND FINANCIALLY SOUND MANNER.",0.0,13.0,4696587.0,4696587.0,4393496.0,0.0,0.0,4377179.0,4099732.0,244563.0,74845.0,,4486716.0,3981995.0,1737022.0,0.0,,209871.0,411501.0,119518819.0,114102194.0,110027044.0,104806068.0,9491775.0,9296126.0,202343189349304279_public.xml,
341707570,LIMA MEMORIAL FOUNDATION,OH,LIMA,45804,2022,2022-12-31,990,1993,THE MISSION OF THE LIMA MEMORIAL FOUNDATION IS TO PROVIDE QUALITY HEALTH CARE THROUGH PHILANTHROPY TO THE COMMUNITIES WHICH LIMA MEMORIAL HEALTH SYSTEM SERVES.,0.0,75.0,2326038.0,2109130.0,2391073.0,1878984.0,1496827.0,0.0,0.0,367246.0,-137100.0,,108494.0,68417.0,0.0,0.0,93000.0,2000636.0,2322656.0,8361306.0,10402658.0,16053.0,0.0,8345253.0,10402658.0,202343189349304459_public.xml,
521386172,REPUBLICAN JEWISH COALITION,DC,WASHINGTON,20001,2022,2022-12-31,990,1985,EDUCATE & ADVOCATE SUPPORT FOR ISRAEL & OTHER ISSUES OF IMPORTANCE TO THE JEWISH COMMUNITY.,16.0,50.0,5648763.0,5648763.0,5141003.0,5013459.0,4840330.0,631204.0,299787.0,806.0,3294.0,,6682827.0,4459048.0,2373520.0,1156050.0,4656247.0,-1034064.0,681955.0,2960111.0,2750445.0,1789667.0,545937.0,1170444.0,2204508.0,202343189349304494_public.xml,
436066435,FLORISSANT VALLEY SHELTERED,MO,HAZELWOOD,63042,2022,2022-12-31,990,1966,"TO PROVIDE DIGNIFIED, MEANINGFUL EMPLOYMENT FOR ADULTS WITH DEVELOPMENTAL DISABILITIES, WHILE PROVIDING OUTSTANDING QUALITY AND SERVICES TO THE ORGANIZATION'S VALUED CUSTOMERS.",215.0,0.0,3869239.0,3844097.0,3964213.0,1918662.0,2224474.0,1762815.0,1608167.0,3788.0,158832.0,1799319.0,3805265.0,3718727.0,2728886.0,92668.0,3270100.0,38832.0,245486.0,3561708.0,3765618.0,604466.0,847208.0,2957242.0,2918410.0,202343189349304454_public.xml,J330
161512458,Empire State Highway Contractors Association Inc,NY,Frankfort,13340,2022,2022-12-31,990,1970,"PROVIDE AND ADMINISTER HEALTH, WELFARE, AND PENSION BENEFITS TO EMLOYEES OF OUR EMPLOYER MEMBERS IN ADDITION TO PROVIDING APPRENTICESHIP TRAINING AND RELATED INSTRUCTION TO JOURNEYMAN IN THE HEAVY HIGHWAY AND BRIDGE CONSTRUCTION TRADES.",7.0,0.0,1248525.0,1248525.0,1223603.0,34350.0,73000.0,1214175.0,1150603.0,0.0,0.0,,1222260.0,1190299.0,935316.0,0.0,0.0,26265.0,33304.0,106126.0,79859.0,0.0,0.0,106126.0,79859.0,202343189349304439_public.xml,
550629032,MINNIE HAMILTON HEALTH CARE CENTER INC,WV,GRANTSVILLE,26147,2022,2022-12-31,990,1983,"THE ORGANIZATION OPERATES A CRITICAL ACCESS HOSPITAL, COMMUNITY HEALTH CENTER, FEDERAL QUALIFIED HEALTH CENTER, AND LONG-TERM CARE UNIT.",318.0,9.0,31115404.0,31115404.0,32372592.0,5970739.0,5236705.0,21607483.0,21986758.0,39361.0,3497821.0,5912903.0,29272561.0,27465907.0,16362822.0,0.0,24430396.0,1842843.0,4906685.0,20514375.0,16005167.0,8999747.0,5692851.0,11514628.0,10312316.0,202343189349304559_public.xml,E22
824425458,SURVIVOR ALLIANCE,CA,BERKELEY,94707,2022,2022-12-31,990,2018,UNITE AND EMPOWER SURVIVORS OF HUMAN TRAFFICKING.,6.0,0.0,1238883.0,1238883.0,1377377.0,1129850.0,1253230.0,0.0,,0.0,109033.0,,1063702.0,444102.0,290033.0,31240.0,969980.0,175181.0,933275.0,934318.0,1016354.0,37261.0,11585.0,897057.0,1004769.0,202343189349304529_public.xml,Q70
272429741,CENTER FORWARD,VA,MC LEAN,22101,2022,2022-12-31,990,2010,TO ADVANCE THE MAINSTREAM PRINCIPLES ESPOUSED BY THE MODERATE MOVEMENT BY PROVIDING A SERIES OF FORUMS AND PROGRAMS THROUGH WHICH PARTICIPANTS CAN ENGAGE IN THOUGHTFUL DISCUSSION AND DEBATE.,6.0,0.0,14146007.0,14146007.0,18823440.0,13996225.0,18806571.0,14466.0,15107.0,135316.0,0.0,,12974128.0,16652484.0,1096519.0,341147.0,12259683.0,1171879.0,2170956.0,4614144.0,3661131.0,56595.0,2806.0,4557549.0,3658325.0,202343189349304444_public.xml,W20
911656676,GOT GREEN,WA,SEATTLE,98118,2022,2022-12-31,990,1995,"GOT GREEN ORGANIZES FOR ENVIRONMENTAL, RACIAL, AND ECONOMIC JUSTICE AS A SOUTH SEATTLE-BASED GRASSROOTS ORGANIZATION, WORKING TO ENSURE THAT THE BENEFITS OF THE GREEN MOVEMENT AND GREEN ECONOMY REACH LOW INCOME COMMUNITIES AND COMMUNITIES OF COLOR.",6.0,15.0,1252344.0,1252344.0,1345360.0,1251428.0,1343870.0,0.0,0.0,916.0,0.0,7420.0,799877.0,985646.0,640233.0,1102.0,551975.0,452467.0,359714.0,2054690.0,1713753.0,12239.0,8782.0,2042451.0,1704971.0,202343189349304504_public.xml,C012
161416158,BESTSELF FOUNDATION INC,NY,BUFFALO,14202,2022,2022-12-31,990,1991,"BESTSELF FOUNDATION SUPPORTS THE MISSION OF ITS PARENT ORGANIZATION, BESTSELF BEHAVIORAL HEALTH, INC., BY SOLICITING CONTRIBUTIONS AND ENGAGING IN OTHER CHARITABLE ACTIVITIES ALL IN SUPPORT OF BESTSELF BEHAVIORAL HEALTH. BESTSELF BEHAVIORAL HEALTH'S MISSION IS TO PROVIDE INNOVATIVE, EVIDENCED-BASED, ACCESSIBLE AND FAMILY-FOCUSED BEHAVIORAL HEALTH SERVICES TO PROMOTE HEALTH, HOPE, RECOVERY AND AN ENHANCED QUALITY OF LIFE.",0.0,0.0,2129710.0,2082314.0,337606.0,2017007.0,307551.0,0.0,0.0,8.0,65299.0,525000.0,1016256.0,299575.0,0.0,0.0,,1066058.0,38031.0,1350573.0,585489.0,0.0,300974.0,1350573.0,284515.0,202343189349304379_public.xml,P34J
141405826,HEALTHCARE ASSOCIATION OF NEW YORK STATE,NY,RENSSELAER,121449315,2022,2022-12-31,990,1953,ADVANCE THE HEALTH OF INDI- VIDUALS THROUGH REPRESENTATION & SERVICE TO NYS HEALTH PROVIDERS.,115.0,51.0,18724792.0,16218627.0,18679098.0,3426796.0,6275866.0,12461986.0,11434387.0,258121.0,71724.0,331200.0,16655796.0,20059086.0,14262429.0,0.0,,-437169.0,-1379988.0,49327074.0,48518613.0,7134298.0,6042186.0,42192776.0,42476427.0,202343189349304579_public.xml,E21Z
231381404,PHI,PA,DILLSBURG,170198522,2022,2022-12-31,990,1997,"GUIDED BY THE LIFE AND TEACHINGS OF JESUS, THE MISSION OF PRESBYTERIAN SENIOR LIVING IS TO PROVIDE COMPASSIONATE, VIBRANT AND SUPPORTIVE COMMUNITIES AND SERVICES TO PROMOTE WHOLENESS OF BODY, MIND AND SPIRIT.",151.0,13.0,25253738.0,25084142.0,25279216.0,662257.0,8955311.0,23069765.0,20940660.0,1306612.0,45508.0,,24799348.0,22429061.0,14816225.0,929675.0,9328450.0,284794.0,2850155.0,79009111.0,80163418.0,85202354.0,86678998.0,-6193243.0,-6515580.0,202343189349304569_public.xml,P190
740676255,ASBESTOS WORKERS LOCAL NO 22,TX,PASADENA,77502,2022,2022-12-31,990,1912,"LOCAL LABOR UNION SET UP TO PROMOTE AND PROTECT THE INTEREST OF ITS MEMBERSHIP WITH REGARD TO SOCIAL AND WORKING CONDITIONS, ENCOURAGE APPRENTICESHIP AND SKILLS, UPHOLD DIGNITY OF LABOR AND HELP MEMBERS SECURE EMPLOYMENT",11.0,,1187208.0,1187208.0,1126559.0,0.0,99939.0,1187206.0,1026620.0,2.0,0.0,,1287935.0,947664.0,388739.0,0.0,1287935.0,-100727.0,178895.0,738665.0,777451.0,294738.0,232797.0,443927.0,544654.0,202343189349304549_public.xml,
133137686,ROCKLAND WORKSITE DAY CARE CENTER INC,NY,POMONA,10970,2022,2022-12-31,990,1981,CHILD DAY CARE SERVICES,34.0,,1130559.0,1130559.0,1216304.0,413930.0,345990.0,715685.0,868520.0,944.0,0.0,413930.0,1188000.0,1062087.0,1092878.0,0.0,1094596.0,-57441.0,154217.0,927124.0,994334.0,58164.0,67933.0,868960.0,926401.0,202343189349304629_public.xml,
203692127,TEN DIRECTIONS INC,CT,CHESTER,064121026,2022,2022-12-31,990,2005,WE SUPPORT OPPORTUNITIES FOR TRANSFORMATIONAL WORK AND PROVIDE A NURTURING ENVIRONMENT FOR THOSE SEEKING TO DEVELOP HUMAN POTENTIAL AND ENRICH THE WORLD.,36.0,99.0,1581763.0,1577760.0,1439043.0,215840.0,726079.0,1346951.0,705934.0,9353.0,5616.0,27500.0,1610290.0,1097368.0,843913.0,5592.0,1422718.0,-32530.0,341675.0,4077116.0,4130257.0,2687822.0,2713512.0,1389294.0,1416745.0,202343189349304679_public.xml,P50
526055592,TRUSTEES OF THE ENDOWMENT FUND OF THE,MD,BALTIMORE,21201,2022,2022-12-31,990,1904,"TO HOLD, INVEST, AND CONTROL CASH, INVESTMENTS, AND OTHER PROPERTY, AND TO APPLY THE INCOME FROM INVESTMENTS TO THE BENEFIT OF UNIVERSITY OF MARYLAND BALTIMORE.",0.0,8.0,39650703.0,16500656.0,8632494.0,354238.0,228621.0,0.0,0.0,16146418.0,0.0,,2713996.0,2667143.0,50000.0,0.0,2213317.0,13786660.0,5965351.0,119672854.0,143965935.0,21215.0,33713.0,119651639.0,143932222.0,202343189349304674_public.xml,
812092154,RESIDENTIAL REVIVAL INDIANA,PA,INDIANA,15705,2022,2023-06-30,990,2016,TO PROVIDE PHILANTHROPIC SUPPORT TO THE FOUNDATION FOR IUP AND TO INDIANA UNIVERSITY OF PA.,0.0,9.0,3753760.0,3753760.0,20443446.0,2000332.0,18640387.0,0.0,0.0,1736304.0,17124.0,,2056628.0,2121222.0,0.0,0.0,2056628.0,1697132.0,18322224.0,86358571.0,89560022.0,73524936.0,78423519.0,12833635.0,11136503.0,202343189349304694_public.xml,B80
620247236,INTERNATIONAL BROTHERHOOD OF ELECTRICAL,TN,CHATTANOOGA,374163901,2022,2023-06-30,990,1990,PROMOTE EMPLOYMENT FOR WORKERS IN THE ELECTRICAL CONTRACTING INDUSTRY.,13.0,28.0,4275655.0,4210320.0,4035532.0,0.0,0.0,4061456.0,3872385.0,52372.0,96492.0,,3806165.0,3822363.0,1571941.0,0.0,3283597.0,404155.0,213169.0,6266779.0,5627102.0,185852.0,202259.0,6080927.0,5424843.0,202343189349304584_public.xml,
311586755,PATHFINDERS INC,CT,KILLINGWORTH,06419,2022,2022-12-31,990,,PROMOTION OF OUTDOOR SKILLS,57.0,14.0,4938047.0,4938047.0,8000.0,4358495.0,6300.0,579536.0,1700.0,16.0,0.0,,475356.0,6685.0,243588.0,19137.0,428603.0,4462691.0,1315.0,5322369.0,6587.0,853091.0,,4469278.0,6587.0,202343189349304709_public.xml,N20J
210606618,NEW JERSEY DENTAL ASSOCIATION,NJ,NORTH BRUNSWICK,089024313,2022,2022-12-31,990,1873,"THE ORGANIZATION SERVES AND SUPPORTS ITS MEMBERS AND FOSTERS THE ADVANCEMENT OF QUALITY, ETHICAL ORAL HEALTHCARE FOR THE PUBLIC.",10.0,,2190479.0,2190479.0,2545571.0,1582950.0,1658281.0,593359.0,626825.0,14170.0,0.0,,2193335.0,1901738.0,1140494.0,0.0,,-2856.0,643833.0,4210097.0,4330526.0,1489636.0,1651348.0,2720461.0,2679178.0,202343189349304704_public.xml,
061510744,THE CONNECTICUT GOLF FOUNDATION INC,CT,CROMWELL,06416,2022,2022-12-31,990,1998,"TO IMPACT THE LIVES OF YOUNG PEOPLE THROUGHOUT CONNECTICUT BY PROVIDING EDUCATIONAL PROGRAMS THAT BUILD CHARACTER, INSTILL LIFE-ENHANCING VALUES AND PROMOTE HEALTHY CHOICES THROUGH THE GAME OF GOLF.",57.0,0.0,1616613.0,1455386.0,1278607.0,1008516.0,926254.0,228104.0,237490.0,0.0,218766.0,,1204149.0,1210625.0,811990.0,0.0,858798.0,251237.0,67982.0,2905613.0,2599513.0,353926.0,297546.0,2551687.0,2301967.0,202343189349304639_public.xml,O50
883748425,SACRED SPACES FOUNDATION,VA,Alexandria,22314,2022,2022-12-31,990,2022,"A nonprofit educational organization whose purpose is to highlight the beauty and intellectual and spiritual value of sacred spaces such as places of worship in our local communities and civil society more broadly, and to explore the role of religious institutions in modern cultural life.",0.0,0.0,3900000.0,3900000.0,0.0,3900000.0,,0.0,,0.0,0.0,0.0,861486.0,0.0,0.0,0.0,850000.0,3038514.0,0.0,3038514.0,0.0,0.0,0.0,3038514.0,0.0,202343189349304714_public.xml,X99
390284470,ENVISION GREATER FOND DU LAC INC,WI,FOND DU LAC,54935,2022,2022-12-31,990,1912,"BUSINESS ASSOCIATION TO SERVE THE INTERESTS OF THE GREATER FOND DU LAC, WISCONSIN AREA.",16.0,150.0,1701367.0,1663840.0,1647232.0,977383.0,1066818.0,365479.0,312002.0,1173.0,319805.0,394768.0,1514660.0,1336130.0,977782.0,0.0,,149180.0,311102.0,1864805.0,1876745.0,882965.0,1044085.0,981840.0,832660.0,202343189349304599_public.xml,
941019805,FIRST US COMMUNITY CREDIT UNION,CA,SACRAMENTO,958256512,2022,2022-12-31,990,1936,OUR MISSION IS TO MAKE A DIFFERENCE IN OUR COMMUNITIES WITH FINANCIAL SERVICES THAT HELP OUR MEMBERS ENHANCE THEIR LIVES.,103.0,9.0,17991086.0,17991070.0,16140124.0,0.0,0.0,14862774.0,14372610.0,3128296.0,0.0,,14063521.0,12241782.0,6540093.0,0.0,,3927549.0,3898342.0,541542858.0,521811500.0,492905018.0,466044023.0,48637840.0,55767477.0,202343189349304759_public.xml,
952458554,MYOMA DUNES MUTUAL WATER COMPANY,CA,BERMUDA DUNES,92203,2022,2023-06-30,990,1953,"IT IS THE DUTY OF THE MYOMA WATER COMPANY TO PROVIDE EVERY CUSTOMER WITH SAFE AND POTABLE WATER, CONSISTENT AND ACCEPTABLE IN QUALITY, PRESSURE AND RELIABILITY WITH EFFICIENT AND COURTEOUS SERVICE AT REASONABLE COST.",10.0,,3275011.0,3275011.0,3187398.0,0.0,,0.0,,68197.0,3206814.0,,3343805.0,2976811.0,1244088.0,0.0,3343805.0,-68794.0,210587.0,7190808.0,7384474.0,129719.0,254594.0,7061089.0,7129880.0,202343189349304719_public.xml,
461413135,BETTY KWAN CHINN HOMELESS,CA,EUREKA,95502,2022,2022-12-31,990,2012,TO HONOR ALL OF HUMANITY BY PROVIDING DIRECT RESPONSES TO IMMEDIATE NEEDS AND HELPING THE HOMELESS ACHIEVE THE DIGNITY NEEDED TO RETURN TO SOCIETY AS CONTRIBUTING MEMBERS.,0.0,25.0,1156604.0,1156604.0,1653235.0,1126440.0,1614668.0,30000.0,30000.0,114.0,50.0,907207.0,985474.0,926870.0,622127.0,0.0,956999.0,171130.0,726365.0,2079605.0,1908474.0,0.0,,2079605.0,1908474.0,202343189349304729_public.xml,L41
410888567,NORTHWEST COMMUNITY ACTION INC,MN,BADGER,56714,2021,2022-08-31,990,1965,L,0.0,0.0,7543717.0,7543717.0,5991384.0,7453824.0,5958300.0,88847.0,15208.0,1046.0,0.0,43592.0,7541909.0,6001565.0,0.0,0.0,7256424.0,1808.0,-10181.0,1662232.0,1992037.0,375593.0,734145.0,1286639.0,1257892.0,202343189349304754_public.xml,P20Z
463793024,AMERICAN LIGHTWEIGHT MATERIALS,MI,DETROIT,48216,2022,2022-12-31,990,2013,"TO ESTABLISH A LIGHTWEIGHT AND MODERN METALS MANUFACTURING INNOVATION INSTITUTE AND TO CARRY OUT THE PURPOSES OF THE MEMBERS WITH RESPECT TO SCIENTIFIC RESEARCH, EDUCATION, DEVELOPMENT, AND INNOVATION OF OPTIMIZED, MULTI-MATERIAL LIGHTWEIGHT STRUCTURES FOR TRANSPORTATION AND TESTING THEREOF, AND THE MANUFACTURING PROCESSES THEREFOR, IN ORDER TO ADVANCE THE OBJECTIVES OF THE US GOVERNMENT RELATING TO DEFENSE AND COMMERCE.",44.0,9.0,34115240.0,33289791.0,30772761.0,31539494.0,29352274.0,1857427.0,1574256.0,607.0,-107737.0,31516814.0,31532258.0,25504548.0,6745402.0,1785770.0,24685129.0,1757533.0,5268213.0,55799206.0,48200924.0,20226626.0,14385877.0,35572580.0,33815047.0,202343189349304659_public.xml,U40
410824021,MY CREDIT UNION,MN,BLOOMINGTON,55420,2022,2022-12-31,990,1957,"TO PROVIDE LENDING, SAVINGS AND OTHER FINANCIAL SERVICES TO OUR QUALIFYING MEMBERS AT TERMS GENERALLY BETTER THAN AVAILABLE IN THE MARKETPLACE AND WITH A ""SERVICE BASED EMPHASIS"" THAT RECOGNIZES THE MEMBERS' STATUS AS OWNERS.",103.0,14.0,18580462.0,18120740.0,17620611.0,0.0,0.0,16935004.0,16326375.0,219715.0,966021.0,,15133709.0,13867144.0,6718866.0,0.0,,2987031.0,3753467.0,399653229.0,393544128.0,367127824.0,363334002.0,32525405.0,30210126.0,202343189349304819_public.xml,
226066077,FLEMINGTON-RARITAN FIRST AID AND,NJ,FLEMINGTON,08822,2022,2022-12-31,990,1952,TO PROVIDE EMERGENCY FIRST AID AND TRANSPORTATION TO AND FROM LOCAL HOSPITALS,22.0,93.0,1809871.0,1796398.0,1265545.0,526766.0,231453.0,1265553.0,1147094.0,10003.0,-5924.0,132306.0,1612645.0,1272373.0,534306.0,0.0,1541122.0,183753.0,-6828.0,2787376.0,2612566.0,56533.0,53092.0,2730843.0,2559474.0,202343189349304869_public.xml,E62Z
410694691,DULUTH BETHEL SOCIETY,MN,DULUTH,55806,2022,2022-12-31,990,1873,"THE DULUTH BETHEL IS A SPIRITUALLY GROUNDED, PRIVATE NONPROFIT ORGANIZATION, OFFERING INDIVIDUALS DIGNITY, HOPE AND THE OPPORTUNITY TO IMPROVE THEIR QUALITY OF LIFE THROUGH CHEMICAL DEPENDENCY REHABILITATION AND COMMUNITY CORRECTION SERVICES.",86.0,10.0,3057817.0,2832931.0,2869738.0,263088.0,19630.0,2508579.0,2678733.0,46777.0,14487.0,258103.0,3319413.0,3032982.0,2472181.0,0.0,2787871.0,-486482.0,-163244.0,1475506.0,2043694.0,420179.0,309405.0,1055327.0,1734289.0,202343189349304789_public.xml,
042103923,THOMAS CHEW MEMORIAL BOYS & GIRLS CLUB,MA,FALL RIVER,02723,2022,2022-12-31,990,1882,"ENABLE YOUNG PEOPLE TO REACH THEIR POTENTIAL AS RESPONSIBLE, CARING, AND PRODUCTIVE CITIZENS.",127.0,56.0,4641889.0,2854854.0,2742727.0,2449735.0,2325867.0,419497.0,328657.0,-31157.0,16779.0,1096030.0,2652591.0,2211137.0,1429583.0,41648.0,2293475.0,202263.0,531590.0,8910263.0,8968327.0,267571.0,114392.0,8642692.0,8853935.0,202343189349304864_public.xml,O210
452631630,REDBANKS COLONIAL TERRACE INC,KY,SEBREE,424552115,2022,2023-06-30,990,2011,NURSING FACILITY FOR THE AGED,105.0,8.0,4669550.0,4666668.0,4150814.0,0.0,,4666259.0,4152220.0,-1889.0,2298.0,,4830419.0,4429356.0,2840586.0,0.0,4341063.0,-163751.0,-278542.0,5818957.0,5922222.0,7686597.0,7626114.0,-1867640.0,-1703892.0,202343189349304794_public.xml,E91
300121808,The Center For The Research of Early Christian Documents,TX,Plano,75075,2022,2022-12-31,990,2002,"Photograph, research, and study ancient Christian manuscripts.",12.0,9.0,1055164.0,1049937.0,898767.0,1042010.0,902876.0,0.0,0.0,9.0,7918.0,,1076326.0,931020.0,634625.0,209945.0,753213.0,-26389.0,-32253.0,805362.0,571803.0,133881.0,32912.0,671481.0,538891.0,202343189349304799_public.xml,U20
