EIN,OrgName,State,City,ZIP,TaxYear,TaxPeriodEnd,FormType,FormationYr,Mission,Employees,Volunteers,GrossReceipts,TotalRevenueCY,TotalRevenuePY,ContributionsGrantsCY,ContributionsGrantsPY,ProgramServiceRevCY,ProgramServiceRevPY,InvestmentIncomeCY,OtherRevenueCY,GovernmentGrantsAmt,TotalExpensesCY,TotalExpensesPY,SalariesCY,FundraisingExpCY,ProgramSvcExpenses,NetRevenueCY,NetRevenuePY,TotalAssetsEOY,TotalAssetsBOY,TotalLiabilitiesEOY,TotalLiabilitiesBOY,NetAssetsEOY,NetAssetsBOY,SourceFile
221725830,NEWBRIDGE SERVICES INC,NJ,PEQUANNOCK,07440,2017,2018-06-30,990,1963,"NEWBRIDGE SERVICES, INC. PROVIDES COUNSELING SERVICES, HOUSING AND EDUCATION PROGRAMS IN NORTHERN NEW JERSEY. LAST YEAR ALONE, NEWBRIDGE HELPED BRING BALANCE TO THE LIVES OF NEARLY 8,000 CHILDREN, ADULTS AND SENIORS. SINCE 1963, NEWBRIDGE HAS EVOLVED TO MEET THE NEEDS OF ITS COMMUNITIES. NEWBRIDGE TREATS MENTAL ILLNESSES AND ADDICTIONS; TEACHES SKILLS FOR COPING WITH STRESS, GRIEF, AND CHALLENGING RELATIONSHIPS; BUILDS AND MANAGES AFFORDABLE HOUSING; OFFERS SCHOOL-BASED PROGRAMS THAT TEACH CHILDREN AND ADOLESCENTS RESILIENCY SKILLS FOR HEALTHY EMOTIONAL DEVELOPMENT; HELPS YOUNG ADULTS SUCCEED IN THEIR EDUCATION AND PREPARE FOR CAREERS; SUPPORTS SENIORS SO THEY CAN REMAIN INDEPENDENT; AND PROVIDES PSYCHOLOGICAL FIRST AID TO COMMUNITIES IN CRISIS.",230.0,50.0,11734085.0,11734085.0,11279003.0,4682773.0,6464051.0,6806252.0,4566867.0,4127.0,240933.0,4073458.0,11072503.0,11533829.0,7571934.0,67818.0,8683676.0,661582.0,-254826.0,7197279.0,7192150.0,8298841.0,8927675.0,-1101562.0,-1735525.0,201900109349301710_public.xml
620840156,CHATTANOOGA CHRISTIAN SCHOOL INC,TN,CHATTANOOGA,37409,2017,2018-06-30,990,1972,"TO PROVIDE CHRISTIAN EDUCATION FOR CHILDREN IN THE CHATTANOOGA, TN AREA.",378.0,825.0,18421647.0,17218012.0,13745480.0,4270359.0,1682184.0,12791636.0,11383396.0,156017.0,0.0,,13660616.0,12631268.0,8956255.0,103366.0,11075714.0,3557396.0,1114212.0,27642892.0,21543667.0,3850956.0,1691598.0,23791936.0,19852069.0,201900109349301780_public.xml
466017026,SOUTH DAKOTA SYMPHONY ORCHESTRA,SD,SIOUX FALLS,57104,2017,2018-06-30,990,1965,TO PROMOTE AN UNDERSTANDING & APPRECIATION OF THE ART OF MUSIC THROUGH EDUCATION AND CONCERTS.,153.0,175.0,2236286.0,2144425.0,2162039.0,1401489.0,1305314.0,622878.0,700522.0,17356.0,102702.0,123054.0,2204008.0,1927737.0,1092641.0,97200.0,1748075.0,-59583.0,234302.0,2603787.0,2641379.0,345509.0,360977.0,2258278.0,2280402.0,201900109349301900_public.xml
391269080,RACINE COUNTY PROJECT EMERGENCY INC,WI,RACINE,53403,2017,2018-06-30,990,1983,"TO PROVIDE EMERGENCY FOOD DISTRIBUTION SERVICES TO EMERGENCY FOOD PANTRIES, SHELTERS, AND COMMUNITY MEAL SITES. THE ORGANIZATION ALSO PROVIDES INFORMATION, REFERRAL, AND ADVOCACY SERVICES AND COLLABORATES IN THE OPERATION OF A COMMUNITY VOLUNTEER-OPERATED GARDEN. RACINE COUNTY PROJECT EMERGENCY, INC IS PRIMARILY FUNDED THROUGH CASH CONTRIBUTIONS AND DONATIONS OF FOOD.",5.0,300.0,2063549.0,2046126.0,1941800.0,1997839.0,1875979.0,0.0,0.0,1520.0,46767.0,96363.0,2006735.0,1965246.0,147001.0,0.0,1910613.0,39391.0,-23446.0,682670.0,656199.0,141530.0,154450.0,541140.0,501749.0,201900119349300840_public.xml
203338204,PARADIGM HIGH SCHOOL,UT,SOUTH JORDAN,84095,2017,2018-06-30,990,2005,"TO MANAGE, OPERATE, GUIDE, DIRECT AND PROMOTE A PUBLIC CHARTER SCHOOL FUNDED BY LOCAL, STATE, AND FEDERAL SOURCES",115.0,51.0,4486993.0,4486993.0,4438895.0,4205558.0,3958721.0,246438.0,464621.0,34897.0,100.0,4179369.0,4088271.0,3997877.0,2644994.0,0.0,4060405.0,398722.0,441018.0,9484122.0,9233409.0,8505007.0,8653016.0,979115.0,580393.0,201900119349301305_public.xml
942835291,Satellite Senior Homes III Inc,CA,Berkeley,94703,2017,2018-09-30,990,1982,"TO PROVIDE LOW-INCOME ELDERLY & HANDICAPPED PERSONS WITH AFFORDABLE HOUSING FACILITIES & SERVICES SPECIALLY DESIGNED TO MEET THEIR PHYSICAL, SOCIAL & PSYCHOLOGICAL NEEDS, AND TO PROMOTE THEIR HEALTH, SECURITY, HAPPINESS & USEFULNESS IN LONGER LIVING ON A NONPROFIT BASIS.",0.0,,1921859.0,1921859.0,1880797.0,1340579.0,1315669.0,563231.0,560622.0,17224.0,825.0,1340579.0,2148436.0,2039187.0,447299.0,0.0,2135989.0,-226577.0,-158390.0,4266382.0,4621695.0,8091590.0,8220326.0,-3825208.0,-3598631.0,201900119349301350_public.xml
746062443,RESCUE MISSION OF EL PASO INC,TX,EL PASO,79901,2017,2018-06-30,990,1956,"NONPROFIT CHRISTIAN HOMELESS SHELTER - FOR FULL MISSION STATEMENT SEE SCHEDULE O. THE RESCUE MISSION OF EL PASO SERVES AS A MEMBER OF THE LOCAL BODY OF CHRIST IN PROCLAIMING THE GOSPEL OF JESUS CHRIST TO THE POOR AND DISPLACED WHILE DEMONSTRATING THE LOVE OF CHRIST IN ASSISTING PERSONS WITH PHYSICAL NEEDS OF FOOD, CLOTHING, SHELTER, COUNSELING, AND VOCATIONAL TRAINING AND PLACEMENT.",43.0,0.0,1804620.0,1800162.0,1946040.0,916303.0,839769.0,126606.0,799819.0,25107.0,732146.0,,2007550.0,1764164.0,924971.0,104311.0,1589871.0,-207388.0,181876.0,12618069.0,12436526.0,441428.0,52497.0,12176641.0,12384029.0,201900119349301500_public.xml
161661758,LOVE LITTLE CHILDREN INC,CA,SACRAMENTO,95841,2017,2018-09-30,990,2003,"IMPROVE HEALTH OF CHILDREN THROUGH PROPER CARE,NUTRITION,BALANCED EATING HABITS, FITNESS AND EDUCATION.",4.0,,1722417.0,1722417.0,1771391.0,1722417.0,1771391.0,0.0,,0.0,0.0,1717402.0,1730543.0,1767498.0,169939.0,0.0,1654161.0,-8126.0,3893.0,303035.0,294574.0,285867.0,269280.0,17168.0,25294.0,201900119349301555_public.xml
020261136,MOORE CENTER SERVICES INC,NH,MANCHESTER,03102,2017,2018-06-30,990,1955,"THE MOORE CENTER SERVES PEOPLE WITH INTELLECTUAL, DEVELOPMENTAL AND PERSONAL CHALLENGES BY CREATING OPPORTUNITIES FOR A GOOD LIFE.",513.0,15.0,50565769.0,50513994.0,48159132.0,421827.0,487239.0,49863888.0,47369816.0,2910.0,225369.0,,50561866.0,48261916.0,14697700.0,0.0,47594042.0,-47872.0,-102784.0,13130983.0,13205260.0,7931165.0,8218321.0,5199818.0,4986939.0,201900149349300525_public.xml
464343210,COMPASS CHARTER SCHOOL,NY,BROOKLYN,11205,2017,2018-06-30,990,2013,SEE SCHEDULE O.,54.0,20.0,4759541.0,4724336.0,3646339.0,162368.0,130233.0,4546264.0,3496707.0,92.0,15612.0,97125.0,4676997.0,3561562.0,3976938.0,72989.0,4399273.0,47339.0,84777.0,928414.0,800320.0,349293.0,268538.0,579121.0,531782.0,201900149349300605_public.xml
364502299,MICROFINANCE INFORMATION EXCHANGE INC,DC,WASHINGTON,20006,2017,2018-06-30,990,2002,"TO HELP BUILD THE MICROFINANCE MARKET INFRASTRUCTURE BY OFFERING DATA SOURCING, BENCHMARKING, AND MONITORING TOOLS.",0.0,0.0,2219265.0,2219265.0,3226422.0,1423825.0,1328737.0,794077.0,1897685.0,1363.0,0.0,,2511431.0,3205982.0,1054655.0,87603.0,2148510.0,-292166.0,20440.0,1646719.0,2030968.0,174652.0,266735.0,1472067.0,1764233.0,201900149349300755_public.xml
161289199,CNY WORKS INC,NY,SYRACUSE,13203,2017,2018-06-30,990,1984,"TO BRING BUSINESSES, JOB SEEKERS AND TRAINING PROVIDERS TOGETHER TO PROVIDE SKILLED WORKERS FOR EVERY BUSINESS AND EMPLOYEMENT FOR EVERY JOB SEEKER.",585.0,28.0,3889111.0,3889111.0,4086449.0,3388853.0,3612297.0,140163.0,133940.0,1872.0,358223.0,3382609.0,3748937.0,3957700.0,1466654.0,0.0,3416250.0,140174.0,128749.0,1420604.0,1589177.0,517286.0,826033.0,903318.0,763144.0,201900149349300795_public.xml
650714062,SUNRISE COMMUNITY OF POLK COUNTY INC,FL,MIAMI,33173,2017,2018-06-30,990,1996,"THE ORGANIZATION IS A NOT-FOR-PROFIT CORPORATION ORGANIZED FOR THE PURPOSE OF PROVIDING HOUSING, SUPERVISION, TRAINING AND THERAPEUTIC, MEDICAL, EDUCATIONAL AND OTHER RELATED SERVICES TO DEVELOPMENTALLY DISABLED INDIVIDUALS IN THE STATE OF FLORIDA. THE ORGANIZATION WAS INCORPORATED EXCLUSIVELY FOR CHARITABLE AND EDUCATIONAL PURPOSES.",205.0,25.0,3996422.0,3974798.0,5017009.0,123379.0,110152.0,3869044.0,4896015.0,-21624.0,3999.0,97137.0,3887086.0,4925466.0,2918674.0,0.0,3641692.0,87712.0,91543.0,355615.0,561127.0,315313.0,505441.0,40302.0,55686.0,201900149349300885_public.xml
370984175,BRIDGEWAY INC,IL,GALESBURG,61401,2017,2018-06-30,990,1971,"PROVISION OF AN ARRAY OF DIVERSIFIED, MEASURABLY HIGH QUALITY SERVICES TO INDIVIDUALS AND FAMILIES IN NEED.",839.0,35.0,22577300.0,22577300.0,23786905.0,2473099.0,2402125.0,20104201.0,21384780.0,0.0,0.0,2412904.0,22375952.0,23462111.0,14329699.0,0.0,18509440.0,201348.0,324794.0,7437406.0,7243385.0,1140213.0,1147540.0,6297193.0,6095845.0,201900149349301070_public.xml
593472268,SPRING CREEK CHARTER SCHOOL INC,FL,PAISLEY,327679063,2017,2018-06-30,990,1997,"TO PRODUCE A STRONG ACADEMIC STUDENT WITH GOOD JUDGEMENT, DISCIPLINE AND DRIVE.",12.0,200.0,5029474.0,5029474.0,4320702.0,503311.0,359567.0,4480496.0,3932828.0,16008.0,29659.0,503311.0,4940829.0,4531989.0,3783237.0,0.0,4604440.0,88645.0,-211287.0,4030356.0,4322588.0,4504687.0,4805485.0,-474331.0,-482897.0,201900159349300210_public.xml
886013217,SHEET METAL WORKERS JAC OF RENO,NV,SPARKS,894320026,2017,2018-06-30,990,1971,EDUCATION & TRAINING,4.0,10.0,1060273.0,1060273.0,702393.0,1051020.0,656468.0,9007.0,45801.0,246.0,0.0,,300353.0,246691.0,141019.0,0.0,202600.0,759920.0,455702.0,1530069.0,770512.0,6449.0,6812.0,1523620.0,763700.0,201900159349300340_public.xml
411968798,COLLEGE POSSIBLE INC,MN,SAINT PAUL,55104,2017,2018-06-30,990,1999,TO HELP PROMISING YOUTH FROM LOW INCOME BACKGROUNDS PREPARE FOR AND EARN ADMISSION TO COLLEGE AND GRADUATE.,594.0,175.0,19642605.0,19573825.0,19298292.0,19167435.0,18924033.0,345225.0,346725.0,91006.0,-29841.0,4384547.0,18699683.0,16391039.0,13763533.0,2434218.0,14245376.0,874142.0,2907253.0,14311022.0,13385051.0,1275936.0,1265453.0,13035086.0,12119598.0,201900159349300415_public.xml
593564329,Hope for Haiti Inc,FL,Naples,34102,2017,2018-06-30,990,1999,"To improve the quality of life for the Haitian people, particularly children.",13.0,263.0,13276889.0,13157295.0,26637536.0,12870419.0,26271012.0,0.0,0.0,98929.0,187947.0,,14656679.0,24552991.0,1416096.0,333043.0,13942391.0,-1499384.0,2084545.0,6018874.0,7465918.0,58757.0,83954.0,5960117.0,7381964.0,201900159349300920_public.xml
010824559,PUPPY CREEK FIRE DEPARTMENT INC,NC,RAEFORD,28376,2017,2018-06-30,990,1966,FIRE FIGHTING AND PREVENTION,12.0,,1116632.0,1116632.0,912540.0,916872.0,886018.0,20.0,464.0,180940.0,18800.0,905745.0,793575.0,792576.0,374081.0,3532.0,775316.0,323057.0,119964.0,2669074.0,2457467.0,736338.0,833203.0,1932736.0,1624264.0,201900159349301010_public.xml
621791387,THE URBANART COMMISSION,TN,MEMPHIS,38104,2017,2018-06-30,990,1997,URBANART IS A NON-PROFIT ORGANIZATION THAT FACILITATES PUBLIC ART PROJECTS.,6.0,60.0,1887248.0,1887248.0,873155.0,550602.0,254385.0,1334372.0,613137.0,0.0,2274.0,,1562498.0,671468.0,203504.0,45756.0,1310581.0,324750.0,201687.0,1511535.0,1028337.0,799412.0,640964.0,712123.0,387373.0,201900159349301080_public.xml
571119849,WALNUT GROVE CHRISTIAN SCHOOL,SC,FORT MILL,29708,2017,2018-06-30,990,2003,K-12 NON-PROFIT RELIGIOUS INSTITUTE,40.0,30.0,1068842.0,1068842.0,906434.0,32980.0,30627.0,1035798.0,875714.0,64.0,0.0,,950052.0,1048285.0,532804.0,0.0,916524.0,118790.0,-141851.0,1504506.0,1562241.0,639322.0,815847.0,865184.0,746394.0,201900159349301115_public.xml
880476452,NEVADA PARTNERSHIP FOR HOMELESS,NV,LAS VEGAS,89112,2017,2018-06-30,990,2000,"THE ORGANIZATION PROVIDES WRAPAROUND SERVICES TO MEET HOMELESS YOUTHS' IMMEDIATE, EMERGENCY NEEDS AND HELP THEM TRANSITION TO LONG-TERM SELF- SUFFICIENCY. THE ORGANIZATION'S SUPPORT COMES PRIMARILY FROM GOVERNMENT GRANTS AND CORPORATE DONATIONS. NEVADA PARTNERSHIP FOR HOMELESS YOUTH RECEIVES DONATIONS PRIMARILY FROM DONORS IN THE SOUTHERN NEVADA REGION AND PROVIDES SERVICES TO THOSE RESIDING IN THE SOUTHERN NEVADA REGION.",28.0,1412.0,2338396.0,2317948.0,2034988.0,2315306.0,2033985.0,0.0,,2642.0,0.0,911862.0,2130145.0,1708178.0,1187660.0,122564.0,1724858.0,187803.0,326810.0,3912660.0,3745125.0,188809.0,209077.0,3723851.0,3536048.0,201900159349301140_public.xml
390806234,THE HARRY AND ROSE SAMSON FAMILY,WI,MILWAUKEE,53217,2017,2018-06-30,990,1929,"THE HARRY AND ROSE SAMSON FAMILY JEWISH COMMUNITY CENTER IS A NON-PROFIT, SOCIAL SERVICE AGENCY FOUNDED UPON JEWISH ETHICS AND VALUES. IT IS COMMITTED TO MEETING THE EVER CHANGING NEEDS OF THE ENTIRE JEWISH COMMUNITY FOR STRENGHENING JEWISH IDENTITY AND FOR ENRICHING THE QUALITY OF JEWISH LIFE. THE CENTER PROVIDES THE TOTAL COMMUNITY WITH A FORUM FOR OPEN DIALOGUE REGARDING MATTERS AFFECTING JEWISH LIFE HERE, IN ISRAEL AND THROUGHOUT THE WORLD. THE CENTER INITIATES DIVERSIFIED SOCIAL, EDUCATIONAL, RECREATIONAL AND CULTURAL PROGRAMS WITHIN A JEWISH SETTING.",588.0,500.0,14666993.0,14478264.0,16828120.0,3166833.0,6035051.0,11134831.0,10759726.0,2699.0,173901.0,,14484321.0,13694760.0,8005969.0,251054.0,12414262.0,-6057.0,3133360.0,30761922.0,30341465.0,9384019.0,9605300.0,21377903.0,20736165.0,201900159349301235_public.xml
